Customer,CPU_Workload,GPU_Workload,CPU_Model,GPU_Model,CPU_Count,GPU_Count,Cooling,CPU_DVFS,GPU_DVFS,Calc_Time_sec,Max_Power_W,CPU_Temp_C,GPU_Temp_C,CPU_Leak_W,GPU_Leak_W,CPU_Active_Main_W,GPU_Active_Main_W,Bottleneck
Customer B,Compute B,Compute BG,6774P,B200 Water,2,8,Air,F2,F1,1.0629345903578822,10120.861403508774,29.0,70.0,178.96666666666667,3920.0000000000005,0.0,2021.8947368421059,GPU-Limited (Main Phase)
Customer B,Compute B,Compute BG,6774P,B200 Water,2,8,Air,F2,F2,0.8753595603458775,11865.70350877193,29.0,70.0,178.96666666666667,4480.0,0.0,3206.7368421052643,GPU-Limited (Main Phase)
Customer B,Compute B,Compute BG,6774P,B200 Water,2,8,Air,F2,F3,0.7832174403399804,15378.966666666667,29.0,70.0,178.96666666666667,5600.0,0.0,5600.000000000001,GPU-Limited (Main Phase)
Customer B,Compute B,Compute BG,6774P,B200 Water,2,8,Air,F3,F0,1.1446973113553114,7495.394736842105,31.0,53.0,213.5,2324.0,0.0,957.8947368421053,GPU-Limited (Main Phase)
Customer B,Compute B,Compute BG,6774P,B200 Water,2,8,Air,F3,F1,1.0629338367346939,10155.394736842107,31.0,70.0,213.5,3920.0000000000005,0.0,2021.8947368421059,GPU-Limited (Main Phase)
Customer B,Compute B,Compute BG,6774P,B200 Water,2,8,Air,F3,F2,0.8753588067226891,11900.236842105263,31.0,70.0,213.5,4480.0,0.0,3206.7368421052643,GPU-Limited (Main Phase)
Customer B,Compute B,Compute BG,6774P,B200 Water,2,8,Air,F3,F3,0.783216686716792,15413.5,31.0,70.0,213.5,5600.0,0.0,5600.000000000001,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F0,F0,6.496902925452925,7581.1140350877195,25.0,55.0,115.50000000000001,2380.0,0.0,1085.6140350877192,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F0,F1,6.0328399613899615,10326.980701754386,25.0,70.0,115.50000000000001,3920.0000000000005,0.0,2291.4807017543867,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F0,F2,4.968224926186691,12229.801754385966,25.0,70.0,115.50000000000001,4480.0,0.0,3634.301754385966,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F0,F3,4.445256136964032,16062.166666666668,25.0,70.0,115.50000000000001,5600.0,0.0,6346.666666666668,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F1,F0,6.496898163548163,7611.91403508772,27.0,55.0,146.3,2380.0,0.0,1085.6140350877192,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F1,F1,6.032835199485199,10357.780701754387,27.0,70.0,146.3,3920.0000000000005,0.0,2291.4807017543867,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F1,F2,4.968220164281929,12260.601754385965,27.0,70.0,146.3,4480.0,0.0,3634.301754385966,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F1,F3,4.44525137505927,16092.966666666667,27.0,70.0,146.3,5600.0,0.0,6346.666666666668,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F2,F0,6.496894540359758,7644.580701754386,29.0,55.0,178.96666666666667,2380.0,0.0,1085.6140350877192,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F2,F1,6.032831576296794,10390.447368421053,29.0,70.0,178.96666666666667,3920.0000000000005,0.0,2291.4807017543867,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F2,F2,4.968216541093524,12293.268421052633,29.0,70.0,178.96666666666667,4480.0,0.0,3634.301754385966,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F2,F3,4.445247751870864,16125.633333333335,29.0,70.0,178.96666666666667,5600.0,0.0,6346.666666666668,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F3,F0,6.496893496881497,7682.6140350877195,32.0,55.0,217.0,2380.0,0.0,1085.6140350877192,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F3,F1,6.032830532818533,10428.480701754386,32.0,70.0,217.0,3920.0000000000005,0.0,2291.4807017543867,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F3,F2,4.968215497615263,12331.301754385966,32.0,70.0,217.0,4480.0,0.0,3634.301754385966,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Air,F3,F3,4.445246708392603,16163.666666666668,32.0,70.0,217.0,5600.0,0.0,6346.666666666668,GPU-Limited (Main Phase)
