Customer,CPU_Workload,GPU_Workload,CPU_Model,GPU_Model,CPU_Count,GPU_Count,Cooling,CPU_DVFS,GPU_DVFS,Calc_Time_sec,Max_Power_W,CPU_Temp_C,GPU_Temp_C,CPU_Leak_W,GPU_Leak_W,CPU_Active_Main_W,GPU_Active_Main_W,Bottleneck
Customer B,Compute B,Compute BG,6774P,B200 Water,2,8,Water,F3,F2,0.875358807,14749.93684,26,86,196,7347.2,0,3206.736842,GPU-Limited (Main Phase)
Customer B,Compute B,Compute BG,6774P,B200 Water,2,8,Water,F3,F3,0.783216687,15396,26,70,196,5600,0,5600,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F0,F0,6.496902925,7128.914035,23,39,111.3,1932,0,1085.614035,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F0,F1,6.032839961,9734.780702,23,55,111.3,3332,0,2291.480702,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F0,F2,4.968224926,12225.60175,23,70,111.3,4480,0,3634.301754,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F0,F3,4.445256137,16057.96667,23,70,111.3,5600,0,6346.666667,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F1,F0,6.496898164,7156.214035,24,39,138.6,1932,0,1085.614035,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F1,F1,6.032835199,9762.080702,24,55,138.6,3332,0,2291.480702,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F1,F2,4.968220164,12252.90175,24,70,138.6,4480,0,3634.301754,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F1,F3,4.445251375,16085.26667,24,70,138.6,5600,0,6346.666667,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F2,F0,6.49689454,7187.480702,26,39,169.8666667,1932,0,1085.614035,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F2,F1,6.032831576,9793.347368,26,55,169.8666667,3332,0,2291.480702,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F2,F2,4.968216541,12284.16842,26,70,169.8666667,4480,0,3634.301754,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F2,F3,4.445247752,16116.53333,26,70,169.8666667,5600,0,6346.666667,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F3,F0,6.496893497,7217.114035,27,39,199.5,1932,0,1085.614035,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F3,F1,6.032830533,9822.980702,27,55,199.5,3332,0,2291.480702,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F3,F2,4.968215498,12313.80175,27,70,199.5,4480,0,3634.301754,GPU-Limited (Main Phase)
Customer C,Compute C,Compute CG,6774P,B200 Water,2,8,Water,F3,F3,4.445246708,16146.16667,27,70,199.5,5600,0,6346.666667,GPU-Limited (Main Phase)
